,Emp_Id,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Q1_Longest_Streak_OUT,Q2_Longest_Streak_OUT,Q3_Longest_Streak_OUT,Q4_Longest_Streak_OUT,Q1_Longest_Streak_IN,Q2_Longest_Streak_IN,Q3_Longest_Streak_IN,Q4_Longest_Streak_IN,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3584,3585,27,0,6,4,2,37550,1.0,19,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,1,0,1,3,5,1,5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3585,3586,29,0,17,4,1,65820,1.0,19,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3586,3587,48,0,1,1,2,74060,6.0,14,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,2,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3587,3588,29,0,3,3,2,48050,3.0,16,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,0,0,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3588,3589,34,0,9,4,2,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,0,0,9,2,2,0,1,5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3589,3590,44,0,4,3,1,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3590,3591,33,0,8,2,2,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,1,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3591,3592,19,0,2,4,3,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,3,0,2,0,6,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3592,3593,23,0,2,3,3,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3593,3594,25,1,1,1,1,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,0,3,0,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3594,3595,26,0,9,3,2,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,1,1,0,0,0,3,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3595,3596,45,1,12,3,2,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3596,3597,55,0,27,3,2,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3597,3598,21,1,20,2,4,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,3,0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3598,3599,46,0,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,1,1,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3599,3600,34,0,13,4,3,74910,0.0,14,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3600,3601,51,0,14,3,2,105270,4.0,14,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,3,3,0,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3601,3602,59,0,4,2,2,165950,6.0,21,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3602,3603,34,0,14,4,3,88340,4.0,13,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,2,0,2,0,9,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3603,3604,28,0,2,3,1,55770,0.0,19,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,6,0,0,3,3,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3604,3605,44,0,3,4,2,47070,1.0,17,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3605,3606,34,0,1,3,2,24000,4.0,18,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3606,3607,35,0,9,3,4,98240,0.0,19,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,0,1,2,3,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3607,3608,42,0,23,4,1,64470,6.0,13,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3608,3609,43,0,7,2,1,195020,3.0,18,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,1,1,2,0,1,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3609,3610,36,0,2,4,1,27250,9.0,21,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,0,0,2,3,0,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3610,3611,44,1,21,4,2,62720,1.0,19,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3611,3612,28,0,2,3,2,21270,1.0,14,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,0,0,0,0,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3612,3613,51,0,21,4,2,182000,0.0,17,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3613,3614,30,0,2,4,1,20960,7.0,11,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3614,3615,29,1,29,4,1,28860,3.0,13,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,2,0,0,5,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3615,3616,28,0,1,4,2,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3616,3617,25,0,18,2,1,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,3,0,4,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3617,3618,32,0,10,4,1,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,0,2,0,0,3,6,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3618,3619,45,0,19,3,3,36810,3.0,17,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,0,0,0,0,1,0,3,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3619,3620,39,0,29,1,1,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,0,0,1,1,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3620,3621,58,0,27,3,2,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,3,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3621,3622,32,1,5,3,1,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,1,6,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3622,3623,39,1,18,2,2,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3623,3624,30,0,9,1,4,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,0,6,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3624,3625,36,0,1,3,2,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3625,3626,46,0,4,3,1,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,0,0,0,0,2,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3626,3627,28,0,1,3,5,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3627,3628,50,0,20,2,5,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,0,2,0,4,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3628,3629,40,1,8,1,1,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,0,0,1,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3629,3630,52,1,3,2,3,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,0,0,0,7,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3630,3631,30,0,6,4,1,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,4,0,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3631,3632,39,0,26,1,2,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,2,1,0,0,1,1,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3632,3633,31,0,1,2,1,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3633,3634,41,0,6,3,1,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3634,3635,31,1,3,1,1,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,3,0,0,6,0,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3635,3636,44,1,5,3,1,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3636,3637,42,0,4,3,2,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,2,1,1,2,0,0,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3637,3638,55,0,11,3,2,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,2,3,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3638,3639,56,0,3,2,3,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,0,0,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3639,3640,40,0,1,1,1,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,0,0,0,1,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3640,3641,34,0,3,2,2,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3641,3642,40,0,4,3,2,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,0,1,0,0,1,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3642,3643,41,0,1,4,2,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3643,3644,35,0,1,2,2,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3644,3645,51,0,18,2,4,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,0,0,0,4,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3645,3646,38,0,2,4,1,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3646,3647,34,0,4,3,2,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,0,3,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3647,3648,25,0,6,2,4,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,3,0,6,2,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3648,3649,58,1,1,4,2,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3649,3650,40,0,14,4,1,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,0,4,0,2,0,2,4,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3650,3651,36,0,16,2,1,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,0,0,0,2,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3651,3652,48,0,2,1,2,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,1,0,2,1,0,1,4,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3652,3653,27,0,2,3,2,48510,8.0,18,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,0,1,2,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3653,3654,51,0,4,1,3,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3655,3656,35,0,1,4,2,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3656,3657,27,0,26,4,1,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,2,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3657,3658,55,1,19,3,1,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,2,0,1,0,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3658,3659,56,0,24,4,2,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,0,0,0,0,0,2,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3659,3660,34,0,1,2,2,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3660,3661,40,0,3,3,2,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3661,3662,34,0,5,3,1,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,1,2,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3662,3663,31,1,2,2,2,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3663,3664,35,1,1,2,1,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,3,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3664,3665,38,0,7,3,2,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,2,0,1,0,2,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3665,3666,34,0,10,4,2,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,0,0,0,3,4,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3666,3667,28,0,2,3,2,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3667,3668,31,1,15,2,2,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3668,3669,39,0,17,4,2,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,2,0,0,2,0,0,2,11,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3669,3670,51,0,20,3,2,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3670,3671,41,0,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3671,3672,37,0,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3672,3673,33,0,2,3,1,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3673,3674,32,0,1,4,5,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3674,3675,39,0,29,2,2,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3675,3676,25,0,7,4,1,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,4,0,3,2,1,0,3,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3676,3677,52,0,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,1,0,0,1,3,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3677,3678,43,0,2,2,1,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,0,1,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3678,3679,27,0,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,2,0,0,0,3,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3679,3680,27,1,2,5,1,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3680,3681,26,0,2,2,3,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,1,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3682,3683,52,0,5,2,1,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,2,0,0,2,2,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3683,3684,37,0,20,5,2,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,2,0,0,2,5,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3684,3685,35,0,6,4,2,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0,0,0,2,3,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3685,3686,25,0,1,4,2,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,0,0,1,0,0,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3686,3687,26,0,29,4,1,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,0,3,0,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3687,3688,29,0,9,3,1,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3688,3689,49,1,6,5,2,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,0,3,1,3,0,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3689,3690,29,1,3,2,2,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,3,1,0,0,6,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3690,3691,54,0,1,3,2,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3691,3692,58,0,22,3,2,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,0,2,4,5,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3692,3693,55,0,7,3,3,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,3,1,0,8,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3693,3694,36,0,1,3,2,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,0,0,0,3,2,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3694,3695,31,1,4,3,2,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
